"","estado","iniciado","completo","tempo","termo","idade","sexo","escolaridade","estadocivil","estadocivil.outros","formacao","ocupacao","ocupacao.outra","nomeservico","tempodeservico","religiao","religiao.outra","contatoanterior","lidadiretamente","lida.onde","lida.outros","motivocurso","motivo.outros","materialdidatico","prazoatividades","interacaopares","organizacaocurso","import.ajud.tutor","autoavaliacao","part.outrocurso","pp001","pp002","pp003","pp004","pp005","pp006","pp007","pp008","pp009","pp010","pp011","pp012","pp013","pp014","pp015","pp016","pp017","pp018","pp019","pp020","pp021","pp022","pp023","pp024","pp025","pp026","pp027","pp028","pp029","pp030","pp031","pp032","pp033","pp034","pp035","pp036","pp037"
"95","Finalizadas","4 junho 2014  16:49","6 junho 2014  13:41","1 dia 20 horas","Sim","32","Feminino","Ensino Superior Completo","Casado (a)","CASADO","SISTEMAS DE INFORMAÇÃO","Outros","AUXILIAR ADMINISTRATIVO - COORDENADORA PSE","AUXILIAR ADMINISTRATIVO - COORDENADORA PSE","01","Católica","CATÓLICA","Não","Não",NA,NA,"Para aquisição de conhecimento na área","PARA AJUDAR MEU TRABALHO DE COORDENAÇÃO DO PSE","Muito adequado","Pouco flexível","Importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","3","5","3","5","4","5","5","1","1","1","1","1","5","2","1","1","5","1","4","2","2","1","2","2","2","1","1","1","1","2","2","2","3","2","5","5","5"
"96","Finalizadas","4 junho 2014  16:49","5 junho 2014  08:58","16 horas 8 minutos","Sim","48","Feminino","Ensino Superior Completo","Casado (a)","Não","Educação Física","Professor (a)","Não","Professora de Educação Física","14 anos","Católica","Não","Não","Sim","Outros","vizinho","Para aquisição de conhecimento na área","não","Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero","Não","2","4","4","4","3","4","5","2","4","4","4","4","4","3","2","3","4","2","4","3","4","3","4","2","1","3","3","1","4","4","4","4","2","2","3","3","2"
"97","Finalizadas","4 junho 2014  16:52","4 junho 2014  17:05","12 minutos 53 segundos","Sim","45","Feminino","Pós-graduação","Casado (a)",NA,"Especialização- Psicopedagogia","Professor (a)",NA,NA,"27","Católica",NA,"Sim","Não",NA,NA,"Por ser uma oportunidade de formação continuada",NA,"Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero","Não","1","4","4","4","2","4","4","2","2","4","4","4","4","2","4","4","4","2","4","3","4","3","4","2","2","2","4","2","4","3","3","3","3","2","2","2","4"
"98","Finalizadas","4 junho 2014  16:52","4 junho 2014  17:08","15 minutos 33 segundos","Sim","46","Masculino","Pós-graduação","Casado (a)",NA,"Matemática/Física","Professor (a)",NA,"Educador","24","Evangélica",NA,"Não","Sim","Escola",NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Pouco flexível","Importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","4","4","4","4","3","4","5","2","4","4","4","3","4","3","3","3","4","2","3","4","4","2","4","2","2","3","4","2","4","4","4","3","3","2","3","3","5"
"99","Finalizadas","4 junho 2014  16:54","4 junho 2014  17:14","20 minutos 31 segundos","Sim","26","Feminino","Pós-graduação","Solteiro (a)","não","Pedagogia","Supervisor (a)","não","supervisora","1","Católica","não","Sim","Sim","Amigos","não","Para aquisição de conhecimento na área","não","Muito adequado","Flexível","Importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Não","2","4","4","4","4","4","4","3","2","4","4","4","4","2","3","4","4","2","4","4","4","4","4","2","2","3","2","2","4","4","4","4","2","2","2","2","4"
"100","Finalizadas","4 junho 2014  16:54","4 junho 2014  17:20","25 minutos 35 segundos","Sim","51","Masculino","Pós-graduação","Casado (a)","sou casado- de acordo com a legislaçao - com minha esposa.....","Superior, com pós graduação em Filosofia.","Professor (a)","Além de Professor, sou Coordenador de Filosofia no Núcleo Regional da Educação em Apucarana","Técnico Pedagógico Disciplinar","21","Evangélica","nada a declarar. Já respondi a questão acima","Sim","Sim","Escola","nada a declar, já respondi a questão acima.","Para aquisição de conhecimento na área","Identificação profissional com o tema, por ser uma oportunidade de formação continuada.","Adequado","Muito flexível","Muito importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Não","2","5","5","5","4","5","5","1","3","5","2","5","5","2","5","5","4","1","4","4","5","5","4","1","2","4","4","1","5","5","5","5","1","1","1","1","5"
"101","Finalizadas","4 junho 2014  16:58","4 junho 2014  17:31","33 minutos 6 segundos","Sim","56","Feminino","Pós-graduação","Casado (a)","Não","Pedagoga","Professor (a)","Presidente da APAE","4º  ano Ensino Fundamental","30","Católica","Não tenho","Sim","Sim","Comunidade","Família","Para aquisição de conhecimento na área","Adiquirir conhecimento","Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Não","3","3","4","5","5","5","3","3","3","5","4","4","4","1","5","2","3","1","5","4","3","5","1","5","1","4","2","1","4","5","5","4","1","1","2","1","5"
"102","Finalizadas","4 junho 2014  17:01","4 junho 2014  17:34","32 minutos 41 segundos","Sim","42","Feminino","Pós-graduação","Casado (a)","NÃO","PEDAGOGIA","Professor (a)","SECRETÁRIA","PROFESSOR DA EDUCAÇÃO BÁSICA - ENSINO FUNDAMENTAL- 3º ANO","2","Sem religião","NÃO","Sim","Sim","Família","NÃO","Para aquisição de conhecimento na área","NÃO","Muito adequado","Flexível","Importante","Organizado","Sempre","Sim, considero","Não","2","4","4","5","4","5","4","2","1","2","3","2","4","2","3","1","4","2","2","3","3","3","3","1","3","2","1","2","3","4","3","3","2","2","2","2","4"
"103","Finalizadas","4 junho 2014  17:02","4 junho 2014  17:23","20 minutos 45 segundos","Sim","59","Feminino","Ensino Superior Completo","Casado (a)","não","Pedagoga","Professor (a)","não","Secretaria da Educação Estadual","8 anos","Católica",NA,"Sim","Sim","Escola","familia","Para aquisição de conhecimento na área",NA,"Adequado","Flexível","Importante","Desorganizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais","Sim","3","4","4","4","4","5","4","1","3","4","4","4","4","3","3","3","5","3","4","3","4","4","4","2","2","3","4","5","4","4","4","4","2","3","2","2","5"
"104","Finalizadas","4 junho 2014  17:03","4 junho 2014  17:24","21 minutos 6 segundos","Sim","40","Feminino","Ensino Superior Completo","Casado (a)",NA,"Administração Escolar","Orientador (a)",NA,"Orientação Educacional","1 ano","Evangélica",NA,"Sim","Sim","Serviços de atuação",NA,"Por ser uma oportunidade de formação continuada",NA,"Muito adequado","Flexível","Importante","Muito organizado","Sempre","Sim, considero","Não","4","4","5","5","4","5","5","1","1","5","5","5","5","3","5","5","5","2","4","5","4","5","5","1","3","3","3","2","5","5","4","4","3","1","2","2","5"
"105","Finalizadas","4 junho 2014  17:04","4 junho 2014  17:23","19 minutos 28 segundos","Sim","41","Feminino","Ensino Superior Incompleto","Solteiro (a)",NA,"Ensino médio técnico em contabilidade, Cursando superior licenciatura em Letras Português","Professor (a)","Além de professora sou auxiliar de secretaria em escola estadual","Leciono em escola estadual Língua Portuguesa, Arte e TI","08","Católica",NA,"Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Flexível","Muito importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","1","5","5","5","5","5","5","2","2","3","3","3","3","3","2","3","4","2","3","3","4","3","4","2","2","2","3","2","4","3","3","3","2","2","4","3","4"
"106","Finalizadas","4 junho 2014  17:05","8 junho 2014  20:21","4 dias 3 horas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Finalizadas","4 junho 2014  17:08","4 junho 2014  17:22","14 minutos 23 segundos","Sim","33","Feminino","Ensino Superior Completo","Casado (a)","x","Historia - licenciatura e bacharelado","Professor (a)","x","ensino","10","Católica","x","Não","Não","Outros","x","Por ser uma oportunidade de formação continuada","x","Adequado","Flexível","Pouco importante","Muito organizado","Sempre","Sim, considero","Não","2","4","4","4","2","4","4","2","2","3","3","3","4","2","2","3","4","2","4","4","3","3","4","2","2","2","3","2","4","2","2","2","2","2","4","4","4"
"108","Finalizadas","4 junho 2014  17:08","4 junho 2014  17:14","6 minutos 33 segundos","Sim","28","Feminino","Pós-graduação","Casado (a)",NA,"Enfermeira especialista em Saúde Pública, Urgência e Emergência e Terapia Intensiva.","Professor (a)",NA,"Professora de Biologia","2","Espírita",NA,"Sim","Sim","Escola",NA,"Por ser uma oportunidade de formação continuada",NA,"Muito adequado","Flexível","Muito importante","Organizado","Sempre","Sim, considero","Sim","1","5","5","5","4","5","4","1","4","5","4","5","4","4","5","4","5","5","5","5","5","4","5","1","1","4","4","1","4","5","5","5","1","1","1","2","5"
"109","Finalizadas","4 junho 2014  17:12","4 junho 2014  17:31","19 minutos 30 segundos","Sim","45","Feminino","Pós-graduação","Casado (a)","casada","PÓS EM SUPERVISÃO E ORIENTAÇÃO EDUCACIONAL","Professor (a)","Professor de apoio a inclusão","Professor articulador pedagógico","20","Evangélica","evangélica","Sim","Sim","Comunidade","comunidade","Identificação profissional com o tema","Identificação profissional com o tema","Adequado","Pouco flexível","Importante","Muito organizado","Sempre","Sim, considero","Sim","1","4","4","4","4","5","5","4","4","4","5","4","4","4","4","4","5","2","4","4","4","4","4","2","2","4","4","2","4","4","4","4","2","3","2","2","4"
"110","Finalizadas","4 junho 2014  17:14","4 junho 2014  17:26","12 minutos 45 segundos","Sim","36","Feminino","Ensino Superior Completo","Casado (a)",NA,NA,"Professor (a)",NA,NA,"13","Outras","Testemunha de Jeová","Sim","Não",NA,NA,"Identificação profissional com o tema",NA,"Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Não","1","5","5","5","5","4","5","2","2","4","4","3","4","4","3","4","5","1","4","4","4","3","5","1","1","3","3","1","4","3","4","4","1","1","1","2","3"
"111","Finalizadas","4 junho 2014  17:14","7 junho 2014  22:49","3 dias 5 horas","Sim","42","Feminino","Pós-graduação","Casado (a)",NA,"Pedagogia","Orientador (a)",NA,"Orientadora","8","Católica",NA,"Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Flexível","Importante","Desorganizado","Às vezes","Sim, considero","Não","2","4","4","4","4","4","4","2","2","4","2","4","2","2","3","4","4","3","4","4","4","4","4","2","5","2","2","2","4","2","4","4","4","4","4","4","4"
"112","Finalizadas","4 junho 2014  17:14","16 junho 2014  20:46","12 dias 3 horas","Não","45","Feminino","Ensino Superior Completo","Casado (a)",NA,"em licenciatura em Filosofia","Professor (a)",NA,"professor","15","Evangélica",NA,"Sim","Não",NA,NA,"Identificação profissional com o tema",NA,"Adequado","Pouco flexível","Importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","3","4","4","4","4","4","4","2","1","3","4","3","4","4","4","4","4","2","4","4","4","4","4","1","2","2","3","1","4","4","3","3","2","2","4","4","4"
"113","Finalizadas","4 junho 2014  17:18","4 junho 2014  17:47","29 minutos 51 segundos","Sim","26","Feminino","Ensino Superior Completo","Solteiro (a)",NA,"Bacharel em Humanidades pela UFVJM, Licencianda em Música pelo UNIS e Licencianda em Letras/Espanhol pela UFVJM","Outros","Policial Militar e estudante","Administrativo","6","Católica",NA,"Sim","Sim","Serviços de atuação",NA,"Identificação profissional com o tema",NA,"Adequado","Pouco flexível","Importante","Organizado","Sempre","Sim, considero","Não","3","4","4","4","4","5","5","2","2","3","2","3","4","4","4","3","4","3","3","3","3","3","3","2","2","2","3","1","3","3","3","3","2","1","3","4","4"
"114","Finalizadas","4 junho 2014  17:18","4 junho 2014  17:29","11 minutos 19 segundos","Sim","27 anos","Feminino","Pós-graduação","Casado (a)","Não","Pós graduação","Professor (a)","Não","Professora","6 anos","Católica","Não","Não","Sim","Escola",NA,"Identificação profissional com o tema",NA,"Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero","Sim","4","4","4","5","5","4","5","1","1","3","4","3","4","2","3","2","4","2","5","5","4","2","5","1","2","2","1","1","3","5","5","2","5","3","5","5","5"
"115","Finalizadas","4 junho 2014  17:20","4 junho 2014  17:43","22 minutos 59 segundos","Sim","33","Feminino","Pós-graduação","Casado (a)",NA,"pedagogia licenciatura plena cursando duas pós graduação  de orientação educacional e alfabetização","Coordenador (a) Pedagógico",NA,"Coordenador pedagógico","como professora 16 anos coordenadora 3 meses","Evangélica",NA,"Sim","Sim","Comunidade","e escola","Por ser uma oportunidade de formação continuada","a letra c também é um fator","Muito adequado","Pouco flexível","Importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","1","5","5","5","5","5","5","1","2","5","4","4","5","2","5","4","5","1","5","4","4","4","5","1","1","2","4","1","5","4","4","3","2","1","2","2","4"
"116","Finalizadas","4 junho 2014  17:22","4 junho 2014  17:33","10 minutos 37 segundos","Sim","48","Feminino","Pós-graduação","Casado (a)",NA,"Ciências e Matemática","Professor (a)",NA,NA,"15","Católica",NA,"Sim","Sim","Escola",NA,"Para aquisição de conhecimento na área",NA,"Pouco adequado","Pouco flexível","Muito importante","Organizado","Sempre","Não, não considero","Não","2","4","4","4","4","4","5","2","2","4","4","4","2","2","4","2","4","2","4","2","4","4","3","2","2","2","2","2","4","4","4","2","2","2","2","2","4"
"117","Finalizadas","4 junho 2014  17:25","4 junho 2014  17:43","18 minutos 5 segundos","Sim","56","Feminino","Pós-graduação","Divorciado (a)","nao","Pedagogia","Professor (a)","Coordenador Pedagógico","professor regente","42","Católica","nao","Não","Sim","Família","amigo","Para aquisição de conhecimento na área","por me preocupar com o aumento de pessoas amigas com as drogas","Adequado","Pouco flexível","Importante","Organizado","Sempre","Sim, considero","Sim","2","4","4","4","4","5","5","2","4","4","5","4","3","3","4","4","4","2","4","3","4","4","4","2","2","3","3","2","4","4","4","3","2","3","2","2","4"
"118","Finalizadas","4 junho 2014  17:32","6 junho 2014  17:14","1 dia 23 horas","Sim","48","Feminino","Pós-graduação","União Estável","Uniao estavel","Ensino Superior Completo","Professor (a)","resposta anterior","E.E.Jeronimo Pontello","15","Católica","ja respondida","Sim","Sim","Escola","A familia","Por ser uma oportunidade de formação continuada","Tambem identificação profissional","Muito adequado","Flexível","Importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Não","2","4","5","5","5","5","5","3","2","5","4","4","5","3","4","4","5","2","4","4","4","3","5","1","1","4","4","1","4","4","4","4","2","2","2","2","4"
"119","Finalizadas","4 junho 2014  17:32","7 junho 2014  19:02","3 dias 1 hora","Sim","54","Feminino","Pós-graduação","Casado (a)",NA,"Pós graduada em Psicopedagogia","Professor (a)",NA,"Professora de Ensino Fundamental anos iniciais","30","Católica",NA,"Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Muito flexível","Importante","Muito organizado","Sempre","Sim, considero","Não","2","5","5","5","3","5","5","1","3","4","4","3","4","3","1","3","4","4","4","4","4","4","4","1","1","4","3","1","4","4","4","4","1","1","1","2","5"
"120","Em progresso","4 junho 2014  17:32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Finalizadas","4 junho 2014  17:34","4 junho 2014  21:49","4 horas 15 minutos","Sim","55","Feminino","Pós-graduação","Casado (a)","Não","Pedagoga","Professor (a)","Presidente da APAE","Trabalho voluntário","30","Católica","Não","Sim","Sim","Amigos","Não","Por ser uma oportunidade de formação continuada","Para adiquirir conhecimento na área","Adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Não","2","3","5","4","5","5","3","3","4","4","4","4","3","2","4","1","4","2","4",NA,"4","4","4","3","2","4","1","1","3","5","5","3","2",NA,"2",NA,"4"
"122","Finalizadas","4 junho 2014  17:37","4 junho 2014  17:50","13 minutos 10 segundos","Sim","37","Feminino","Pós-graduação","Solteiro (a)",NA,"Ciências Biológicas","Professor (a)",NA,"Coordenação de políticas públicas de juventude","16","Católica",NA,"Sim","Sim","Comunidade",NA,"Por ser uma oportunidade de formação continuada",NA,"Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Não","2","4","4","5","4","5","4","3","3","4","4","4","4","4","4","3","4","3","4","4","4","3","3","3","3","4","3","4","3","4","3","3","2","3","2","2","5"
"123","Finalizadas","4 junho 2014  17:40","4 junho 2014  17:54","14 minutos 14 segundos","Sim","48","Feminino","Pós-graduação","Divorciado (a)",NA,"Licenciaturas em Ciências Agrícolas e Ciências Biológicas","Professor (a)",NA,NA,"20","Evangélica",NA,"Sim","Não",NA,NA,"Outros","Atualização de conhecimentos","Adequado","Flexível","Importante","Organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais","Sim","2","4","4","4","2","5","5","3","1","5","5","3","3","2","2","3","4","4","4","4","3","3","3","2","3","3","2","1","3","4","4","3","3","3","3","3","5"
"124","Finalizadas","4 junho 2014  17:40","4 junho 2014  17:51","10 minutos 50 segundos","Sim","39","Masculino","Ensino Superior Completo","Casado (a)",NA,"Licenciatura em Ciências","Professor (a)",NA,NA,"5","Católica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Pouco flexível","Importante","Organizado","Sempre","Sim, considero","Sim","2","4","4","4","4","4","4","2","2","3","3","3","4","4","2","2","4","2","3","2","4","4","4","2","2","2","2","2","4","4","3","3","2","2","4","3","4"
"125","Finalizadas","4 junho 2014  17:41","8 junho 2014  10:39","3 dias 16 horas","Sim","27","Masculino","Pós-graduação","Solteiro (a)",NA,"Professor de Geografia/pós-graduação em Supervisão, inspeção escolar","Professor (a)",NA,"Professor de Geografia","5 anos","Católica",NA,"Não","Sim","Comunidade",NA,"Por ser uma oportunidade de formação continuada",NA,"Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero","Não","2","4","4","4","4","4","4","2","3","4","4","3","4","3","4","3","4","1","4","4","4","3","4","1","1","3","3","4","3","4","3","4","1","1","2","2","4"
"126","Finalizadas","4 junho 2014  17:42","4 junho 2014  17:53","11 minutos 11 segundos","Sim","32","Feminino","Pós-graduação","Outros","Casada no religioso","Pós graduada","Professor (a)",NA,NA,"09","Católica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Não","3","3","4","5","4","5","5","3","3","5","4","4","4","3","4","3","4","1","4","4","4","3","5","1","1","3","3","2","4","3","4","3","1","1","2","2","4"
"127","Finalizadas","4 junho 2014  17:43","4 junho 2014  18:03","19 minutos 33 segundos","Sim","39","Feminino","Ensino Superior Completo","União Estável",NA,"PEDAGOGIA","Professor (a)",NA,"PROFESSOR DE APOIO","1","Católica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Flexível","Importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","1","4","4","4","4","5","4","1","2","4","5","4","5","3","3","5","4","2","5","4","5","4","5","3","3","4","4","1","5","4","4","4","2","1","2","2","1"
"128","Finalizadas","4 junho 2014  17:44","4 junho 2014  17:54","9 minutos 56 segundos","Sim","33","Feminino","Pós-graduação","Casado (a)",".","Pedagogia com Pós-Graduação em Informática na Educação","Professor (a)","..","Professor do Laboratório de Informática","9","Católica","..","Não","Não",NA,".","Para aquisição de conhecimento na área",".","Adequado","Pouquíssimo flexível","Muito importante","Organizado","Sempre","Sim, considero","Não","4","4","4","4","4","4","4","3","3","3","4","3","4","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"129","Finalizadas","4 junho 2014  17:47","4 junho 2014  18:07","19 minutos 35 segundos","Sim","42","Feminino","Pós-graduação","Casado (a)",NA,"Pós-graduada em Estudos Literários","Professor (a)","Coordenadora de uma escola municipal","Professora de Língua Portuguesa e inglesa no Estado e coordenadora no Município","Como professora 18 anos","Católica",NA,"Sim","Sim","Escola","família e comunidade","Por ser uma oportunidade de formação continuada","Para aquisição de conhecimento na área","Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero","Não","4","4","4","4","4","4","4","2","2","3","3","3","3","2","3","4","4","4","3","3","3","3","4","2","2","3","3","3","3","3","3","4","4","2","3","2","4"
"130","Finalizadas","4 junho 2014  17:49","4 junho 2014  17:59","9 minutos 30 segundos","Sim","35","Masculino","Pós-graduação","Casado (a)","casado","licenciado em música","Professor (a)","Militar","Força Aérea Brasileira","12 anos","Evangélica","evangelico","Sim","Não",NA,NA,"Identificação profissional com o tema","Por ser a distância","Muito adequado","Muito flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Não","4","4","5","5","5","5","5","4","3","4","4","4","4","4","3","3","5","5","5","5","5","3","3","2","2","3","3","3","3","4","4","4","4","4","4","3","4"
"131","Finalizadas","4 junho 2014  17:50","4 junho 2014  18:22","32 minutos 23 segundos","Sim","quarenta e dois anos","Feminino","Pós-graduação","Casado (a)",NA,"letra ingles /psicopedagogia","Professor (a)",NA,"professor de portugues","vinte anos","Católica",NA,"Sim","Sim","Escola","pastoral da sobriedade","Para aquisição de conhecimento na área",NA,"Muito adequado","Pouquíssimo flexível","Importante","Organizado","Raramente","Sim, considero, porém, poderia estar me esforçando mais","Não","1","4","4","5","5","5","4","2","1","4","4","4","4","3","5","4","5","5","4","5","5","4","4","1","4","2","5","1","5","5","5","5","1","2","2","1","5"
"132","Finalizadas","4 junho 2014  17:50","8 junho 2014  17:17","3 dias 23 horas","Sim","48 anos","Feminino","Pós-graduação","Solteiro (a)",NA,"Letras","Professor (a)",NA,"Regente","24 anos","Sem religião",NA,"Sim","Sim","Família",NA,"Para aquisição de conhecimento na área",NA,"Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero","Não","1","5","5","5","4","5","5","1","1","4","4","4","5","4","1","4","5","1","4","4","4","4","5","1","1","2","4","1","4","4","4","4","2","1","2","2","5"
"133","Finalizadas","4 junho 2014  17:51","4 junho 2014  18:08","17 minutos 11 segundos","Sim","30","Feminino","Pós-graduação","Casado (a)",NA,"Licenciatura plena em Letras","Professor (a)",NA,"Professor de educação básica","15","Católica",NA,"Sim","Sim","Escola","não","Por ser uma oportunidade de formação continuada","não","Muito adequado","Flexível","Muito importante","Organizado","Sempre","Sim, considero","Não","1","4","4","4","2","4","4","2","1","4","1","4","4","4","4","4","4","1","4","4","4","4","4","1","1","1","4","1","4","4","4","4","2","1","2","1","4"
"134","Finalizadas","4 junho 2014  17:52","4 junho 2014  18:07","15 minutos 2 segundos","Sim","47","Feminino","Pós-graduação","Casado (a)",NA,"Mestranda em Educação - FUNIBER","Professor (a)",NA,"Professora de Apoio","4","Espírita",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Flexível","Importante","Organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais","Sim","1","4","4","4","4","4","4","2","4","4","2","4","4","4","4","4","4","2","4","4","4","4","4","2","2",NA,"4","2","4","4","4","4","2","2","2","2","5"
"135","Finalizadas","4 junho 2014  17:55","4 junho 2014  18:15","20 minutos 23 segundos","Sim","45","Feminino","Pós-graduação","Casado (a)","casado","professora","Professor (a)",NA,NA,"24","Católica",NA,"Sim","Não",NA,NA,"Por ser uma oportunidade de formação continuada","e gratuito","Muito adequado","Flexível","Importante","Muito organizado","Sempre","Sim, considero","Não","3","4","4","3","4","5","5","2","2","4","4","4","4","2","4","4","4","1","3","3","4","4","5","2","2","4","4","2","5","5","5","5","1","1","1","1","5"
"136","Finalizadas","4 junho 2014  17:55","4 junho 2014  18:13","18 minutos 28 segundos","Sim","37","Feminino","Pós-graduação","Casado (a)","não há outra.","Licenciatuta Plena letras/inglês","Professor (a)","não há outra","PEB Professor de Educação Básica","14","Evangélica","não há outra","Sim","Sim","Família","amigos,comunidade e escola","Para aquisição de conhecimento na área","Também por ser à distancia , pela necessidade profissional e é gratuito.","Adequado","Flexível","Muito importante","Organizado","Raramente","Sim, considero","Não","2","4","4","5","4","5","4","1","2","2","3","4","4","3","3","2","4","2","3","4","4","3","4","1","2","3","3","2","4","4","4","4","3","2","3","2","5"
"137","Finalizadas","4 junho 2014  17:56","9 junho 2014  16:38","4 dias 22 horas","Sim","36","Feminino","Pós-graduação","Casado (a)",NA,"Pedagogia","Supervisor (a)",NA,"Supervisora pedagógica","10 anos","Evangélica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Pouco flexível","Importante","Organizado","Sempre","Sim, considero","Sim","2","4","4","4","4","4","4","3","2","4","4","4","4","2","4","4","4","2","4","4","4","4","4","2","2","3","2","2","4","4","4","4","2","2","2","2","4"
"138","Finalizadas","4 junho 2014  18:00","4 junho 2014  18:18","18 minutos 6 segundos","Sim","32","Feminino","Pós-graduação","Casado (a)",NA,"Licenciatura em Matemática","Professor (a)",NA,"Educação","14","Católica",NA,"Não","Sim","Escola",NA,"Para aquisição de conhecimento na área",NA,"Adequado","Pouco flexível","Muito importante","Organizado","Sempre","Sim, considero","Não","2","4","4","4","4","5","5","2","1","2","3","2","4","3","4","2","5","2","3","4","2","4","4","2","4","2","2","1","2","3","2","2","1","2","4","4","4"
"139","Finalizadas","4 junho 2014  18:02","4 junho 2014  18:13","11 minutos 3 segundos","Sim","61","Feminino","Pós-graduação","Divorciado (a)",NA,"PEDAGOGIA E HISTÓRIA","Orientador (a)",NA,"Orietadora Educacional","8 anos","Católica",NA,"Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Flexível","Importante","Organizado","Sempre","Sim, considero","Sim","1","5","5","5","5","5","5","4","4","5","4","5","5","2","3","4","4","2","4","4","4","5","5","1","2","4","4","1","4","5","5","5","1","1","1","1","5"
"140","Finalizadas","4 junho 2014  18:04","4 junho 2014  18:16","11 minutos 44 segundos","Sim","39","Feminino","Pós-graduação","Solteiro (a)",NA,"Educação Fisica","Professor (a)",NA,"Professor de Educação Fisica","16","Católica",NA,"Sim","Sim","Escola",NA,"Por ser uma oportunidade de formação continuada",NA,"Adequado","Flexível","Muito importante","Organizado","Sempre","Sim, considero","Sim","4","5","5","5","4","5","5","1","2","4","4","3","4","2","2","2","3","3","3","3","4","3","4","1","2","3","4","2","4","4","4","4","2","2","2","2","4"
"141","Finalizadas","4 junho 2014  18:05","4 junho 2014  18:18","12 minutos 19 segundos","Sim","48","Feminino","Ensino Superior Completo","Casado (a)","não tenho","Pedagogia","Professor (a)","não tenho","Escola Municipal Meridional","7 anos","Católica","não tenho","Não","Não",NA,"não tenho","Por ser uma oportunidade de formação continuada","não tenho","Pouco adequado","Pouco flexível","Importante","Desorganizado","Sempre","Não, não considero","Não","2","4","4","4","4","4","4","2","2","3","3","3","3","2","3","3","4","2","3","3","2","3","4","2","2","2","3","2","3","3","3","3","2","2","4","4","4"
"142","Finalizadas","4 junho 2014  18:07","5 junho 2014  18:32","1 dia","Sim","47","Feminino","Pós-graduação","Casado (a)",NA,"Professora","Professor (a)",NA,NA,"15 anos","Católica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Pouco flexível","Muito importante","Organizado","Sempre","Sim, considero","Não","3","4","4","4","4","4","4","3","2","4","4","4","4","2","2","2","4","1","3","4","4","3","4","2","2","2","2","2","3","4","3","3","3","2","2","2","4"
