idUsuario,artista,sexo,pais
1154,ozzy osbourne,m,United States
1154,creed,m,United States
1154,trivium,m,United States
1154,bush,m,United States
1154,arch enemy,m,United States
1162,erykah badu,f,Japan
1162,kanye west,f,Japan
1162,mary j. blige,f,Japan
1162,fergie,f,Japan
1162,bob marley,f,Japan
1162,gym class heroes,f,Japan
1162,craig david,f,Japan
1162,justin timberlake,f,Japan
1162,hellogoodbye,f,Japan
1162,ne-yo,f,Japan
1162,hercules and love affair,f,Japan
1162,mika,f,Japan
1162,outkast,f,Japan
1162,the ting tings,f,Japan
1162,usher,f,Japan
1162,daft punk,f,Japan
1162,the fray,f,Japan
1162,colbie caillat,f,Japan
1162,lily allen,f,Japan
1166,joy division,m,United Kingdom
1166,rob zombie,m,United Kingdom
1166,dead kennedys,m,United Kingdom
1166,rage against the machine,m,United Kingdom
1166,the bouncing souls,m,United Kingdom
1166,the flashbulb,m,United Kingdom
1166,sublime,m,United Kingdom
1166,pennywise,m,United Kingdom
1166,the offspring,m,United Kingdom
1166,r.e.m.,m,United Kingdom
1166,the album leaf,m,United Kingdom
1166,the specials,m,United Kingdom
1166,coldplay,m,United Kingdom
1166,editors,m,United Kingdom
1166,65daysofstatic,m,United Kingdom
1166,massive attack,m,United Kingdom
1166,the clash,m,United Kingdom
1166,muse,m,United Kingdom
1166,the distillers,m,United Kingdom
1166,godspeed you! black emperor,m,United Kingdom
1166,madness,m,United Kingdom
1172,placebo,m,Austria
1172,incubus,m,Austria
1172,queens of the stone age,m,Austria
1172,system of a down,m,Austria
1172,die Ärzte,m,Austria
1172,burial,m,Austria
1172,boards of canada,m,Austria
1172,tool,m,Austria
1172,tosca,m,Austria
1172,klaxons,m,Austria
1172,nine inch nails,m,Austria
1172,the killers,m,Austria
1172,muse,m,Austria
1172,air,m,Austria
1172,sneaker pimps,m,Austria
1172,serj tankian,m,Austria
1172,johnny cash,m,Austria
1172,bloodhound gang,m,Austria
1172,the offspring,m,Austria
1172,bloc party,m,Austria
1172,tori amos,m,Austria
1172,the smashing pumpkins,m,Austria
1172,the dresden dolls,m,Austria
1172,calexico,m,Austria
1172,turbonegro,m,Austria
1172,in flames,m,Austria
1172,the strokes,m,Austria
1172,venetian snares,m,Austria
1172,the kills,m,Austria
1172,moby,m,Austria
1172,nick cave and the bad seeds,m,Austria
1172,deftones,m,Austria
1178,the beatles,f,United States
1178,sigur rós,f,United States
1178,apocalyptica,f,United States
1178,nickelback,f,United States
1178,mew,f,United States
1178,green day,f,United States
1178,flogging molly,f,United States
1178,scorpions,f,United States
1178,van halen,f,United States
1178,dire straits,f,United States
1178,bon jovi,f,United States
1178,aerosmith,f,United States
1178,staind,f,United States
1178,belle and sebastian,f,United States
1178,switchfoot,f,United States
1178,shiny toy guns,f,United States
1178,the who,f,United States
1178,hans zimmer,f,United States
1178,linkin park,f,United States
1178,the doors,f,United States
1178,simon & garfunkel,f,United States
1178,matchbox twenty,f,United States
1178,the killers,f,United States
1178,my chemical romance,f,United States
1185,venetian snares,m,Germany
1198,arctic monkeys,f,Netherlands
1198,maxïmo park,f,Netherlands
1198,the pigeon detectives,f,Netherlands
1198,the fratellis,f,Netherlands
1198,paolo nutini,f,Netherlands
1198,late of the pier,f,Netherlands
1198,red hot chili peppers,f,Netherlands
1198,razorlight,f,Netherlands
1198,the vines,f,Netherlands
1198,klaxons,f,Netherlands
1198,the libertines,f,Netherlands
1201,linkin park,f,Germany
1201,good charlotte,f,Germany
1201,the rasmus,f,Germany
1201,billy talent,f,Germany
1201,james morrison,f,Germany
1201,fall out boy,f,Germany
1201,maroon 5,f,Germany
1201,disturbed,f,Germany
1201,justin timberlake,f,Germany
1201,eric clapton,f,Germany
1201,my chemical romance,f,Germany
1201,lifehouse,f,Germany
1201,backstreet boys,f,Germany
1201,the killers,f,Germany
1201,green day,f,Germany
1201,the fray,f,Germany
1201,lady gaga,f,Germany
1201,3 doors down,f,Germany
1201,phil collins,f,Germany
1201,counting crows,f,Germany
1201,billy joel,f,Germany
1201,michael jackson,f,Germany
1201,koЯn,f,Germany
1201,30 seconds to mars,f,Germany
1201,panic at the disco,f,Germany
1201,bon jovi,f,Germany
1201,goo goo dolls,f,Germany
1201,mika,f,Germany
1201,deichkind,f,Germany
1201,red hot chili peppers,f,Germany
1201,timbaland,f,Germany
1201,toto,f,Germany
1201,foo fighters,f,Germany
1204,eels,m,Colombia
1204,the doors,m,Colombia
1204,the rolling stones,m,Colombia
1204,pj harvey,m,Colombia
1204,tom waits,m,Colombia
1204,david bowie,m,Colombia
1204,depeche mode,m,Colombia
1204,joy division,m,Colombia
1204,billie holiday,m,Colombia
1204,bob dylan,m,Colombia
1204,the velvet underground,m,Colombia
1204,the cardigans,m,Colombia
1204,lou reed,m,Colombia
1204,moloko,m,Colombia
1204,new order,m,Colombia
1204,modest mouse,m,Colombia
1204,metric,m,Colombia
1204,amy winehouse,m,Colombia
1204,nouvelle vague,m,Colombia
1204,ladytron,m,Colombia
1204,alice in chains,m,Colombia
1204,cat power,m,Colombia
1204,devendra banhart,m,Colombia
1204,beirut,m,Colombia
1204,arctic monkeys,m,Colombia
1204,supergrass,m,Colombia
1204,led zeppelin,m,Colombia
1204,jimi hendrix,m,Colombia
1204,frank zappa,m,Colombia
1204,blur,m,Colombia
1204,beck,m,Colombia
1204,bloc party,m,Colombia
1204,pearl jam,m,Colombia
1204,air,m,Colombia
1220,gnarls barkley,f,Greece
1220,missy elliott,f,Greece
1220,manu chao,f,Greece
1220,the last shadow puppets,f,Greece
1220,charlie parker,f,Greece
1220,nouvelle vague,f,Greece
1220,jamiroquai,f,Greece
1220,m.i.a.,f,Greece
1220,franz ferdinand,f,Greece
1220,the doors,f,Greece
1220,system of a down,f,Greece
1220,robbie williams,f,Greece
1220,madonna,f,Greece
1220,britney spears,f,Greece
1220,miles davis,f,Greece
1220,deep purple,f,Greece
1220,duffy,f,Greece
1220,calexico,f,Greece
1220,the beatles,f,Greece
1220,beirut,f,Greece
1220,kaiser chiefs,f,Greece
1220,amy winehouse,f,Greece
1220,christina aguilera,f,Greece
1220,jimi hendrix,f,Greece
1220,norah jones,f,Greece
1220,mgmt,f,Greece
1220,jazzanova,f,Greece
1220,michael jackson,f,Greece
1220,amy macdonald,f,Greece
1221,my bloody valentine,m,United States
1221,weezer,m,United States
1221,the decemberists,m,United States
1221,nas,m,United States
1221,the shins,m,United States
1221,gorillaz,m,United States
1221,radiohead,m,United States
1221,fleet foxes,m,United States
1221,yo la tengo,m,United States
1221,belle and sebastian,m,United States
1221,grizzly bear,m,United States
1221,ladytron,m,United States
1221,kanye west,m,United States
1221,the new pornographers,m,United States
1221,usher,m,United States
1221,the zombies,m,United States
1221,creedence clearwater revival,m,United States
1221,tom waits,m,United States
1229,jimi hendrix,m,Sweden
1229,katie melua,m,Sweden
1229,james blunt,m,Sweden
1229,death cab for cutie,m,Sweden
1229,rage against the machine,m,Sweden
1229,marilyn manson,m,Sweden
1229,jefferson airplane,m,Sweden
1229,john coltrane,m,Sweden
1229,andrew lloyd webber,m,Sweden
1229,scorpions,m,Sweden
1229,soundgarden,m,Sweden
1229,r.e.m.,m,Sweden
1229,danny elfman,m,Sweden
1229,john lennon,m,Sweden
1229,josé gonzález,m,Sweden
1229,vangelis,m,Sweden
1229,stone temple pilots,m,Sweden
1231,rob zombie,m,Argentina
1231,marilyn manson,m,Argentina
1231,creedence clearwater revival,m,Argentina
1231,rammstein,m,Argentina
1231,electric six,m,Argentina
1231,infected mushroom,m,Argentina
1231,the chemical brothers,m,Argentina
1231,soulfly,m,Argentina
1231,fatboy slim,m,Argentina
1231,chris cornell,m,Argentina
1231,audioslave,m,Argentina
1231,breaking benjamin,m,Argentina
1231,daft punk,m,Argentina
1231,a perfect circle,m,Argentina
1231,pantera,m,Argentina
1231,groove armada,m,Argentina
1231,tosca,m,Argentina
1231,mgmt,m,Argentina
1231,hooverphonic,m,Argentina
1231,the mars volta,m,Argentina
1231,deftones,m,Argentina
1231,3 doors down,m,Argentina
1231,fear factory,m,Argentina
1231,röyksopp,m,Argentina
1231,the prodigy,m,Argentina
1231,pink floyd,m,Argentina
1231,moloko,m,Argentina
1231,the crystal method,m,Argentina
1231,disturbed,m,Argentina
1231,porcupine tree,m,Argentina
1231,morcheeba,m,Argentina
1231,franz ferdinand,m,Argentina
1231,pendulum,m,Argentina
1231,air,m,Argentina
1243,ladytron,m,Italy
1243,the velvet underground,m,Italy
1243,the doors,m,Italy
1243,jimi hendrix,m,Italy
1243,radiohead,m,Italy
1243,kings of leon,m,Italy
1243,muse,m,Italy
1243,animal collective,m,Italy
1243,arcade fire,m,Italy
1243,bob dylan,m,Italy
1243,the strokes,m,Italy
1243,david bowie,m,Italy
1243,manu chao,m,Italy
1243,the killers,m,Italy
1243,crystal castles,m,Italy
1243,jefferson airplane,m,Italy
1243,beirut,m,Italy
1243,the raveonettes,m,Italy
1243,franz ferdinand,m,Italy
1243,the byrds,m,Italy
1243,neutral milk hotel,m,Italy
1243,interpol,m,Italy
1243,the flaming lips,m,Italy
1243,editors,m,Italy
1243,janis joplin,m,Italy
1243,iggy pop,m,Italy
1243,buzzcocks,m,Italy
1243,pixies,m,Italy
1243,the kinks,m,Italy
1243,mgmt,m,Italy
1243,nine inch nails,m,Italy
1243,the smiths,m,Italy
1257,o.s.t.r.,m,Poland
1257,wu-tang clan,m,Poland
1257,system of a down,m,Poland
1257,gang starr,m,Poland
1257,mobb deep,m,Poland
1257,dizzee rascal,m,Poland
1257,snoop dogg,m,Poland
1257,ice cube,m,Poland
1257,nas,m,Poland
1257,cypress hill,m,Poland
1257,beastie boys,m,Poland
1257,fatboy slim,m,Poland
1257,rage against the machine,m,Poland
1257,2pac,m,Poland
1257,p.o.d.,m,Poland
1257,jurassic 5,m,Poland
1257,notorious b.i.g.,m,Poland
1257,dr. dre,m,Poland
1257,damian marley,m,Poland
1257,kanye west,m,Poland
1269,john mayer,f,Portugal
1269,regina spektor,f,Portugal
1269,the cure,f,Portugal
1269,colbie caillat,f,Portugal
1269,jason mraz,f,Portugal
1269,kate nash,f,Portugal
1269,michael jackson,f,Portugal
1269,kt tunstall,f,Portugal
1269,feist,f,Portugal
1269,norah jones,f,Portugal
1269,franz ferdinand,f,Portugal
1269,belle and sebastian,f,Portugal
1269,yann tiersen,f,Portugal
1269,fiona apple,f,Portugal
1269,cat power,f,Portugal
1269,radiohead,f,Portugal
1269,the beatles,f,Portugal
1269,editors,f,Portugal
1269,the hives,f,Portugal
1269,tom waits,f,Portugal
1269,cocorosie,f,Portugal
1269,abba,f,Portugal
1269,paolo nutini,f,Portugal
1290,kings of leon,f,United Kingdom
1290,neutral milk hotel,f,United Kingdom
1290,bon iver,f,United Kingdom
1290,jeff buckley,f,United Kingdom
1290,amy winehouse,f,United Kingdom
1290,johnny cash,f,United Kingdom
1290,leonard cohen,f,United Kingdom
1290,nirvana,f,United Kingdom
1290,led zeppelin,f,United Kingdom
1290,josé gonzález,f,United Kingdom
1290,iron & wine,f,United Kingdom
1290,against me!,f,United Kingdom
1290,coldplay,f,United Kingdom
1290,death cab for cutie,f,United Kingdom
1290,minus the bear,f,United Kingdom
1290,nick drake,f,United Kingdom
1290,afi,f,United Kingdom
1290,at the drive-in,f,United Kingdom
1290,the shins,f,United Kingdom
1290,justice,f,United Kingdom
1306,tom waits,m,United States
1306,radiohead,m,United States
1306,flying lotus,m,United States
1306,nine inch nails,m,United States
1306,animal collective,m,United States
1306,deerhunter,m,United States
1306,santogold,m,United States
1306,mf doom,m,United States
1306,madlib,m,United States
1306,m83,m,United States
1306,andrew bird,m,United States
1306,outkast,m,United States
1306,beirut,m,United States
1306,broken social scene,m,United States
1306,morphine,m,United States
1306,justice,m,United States
1306,the flaming lips,m,United States
1306,the roots,m,United States
1306,fleet foxes,m,United States
1306,ratatat,m,United States
1306,miles davis,m,United States
1306,arcade fire,m,United States
1306,the beatles,m,United States
1306,tv on the radio,m,United States
1306,death cab for cutie,m,United States
1306,common,m,United States
1306,sade,m,United States
1306,elvis costello,m,United States
1306,the clash,m,United States
1306,aphex twin,m,United States
1306,grizzly bear,m,United States
1306,kanye west,m,United States
1306,erykah badu,m,United States
1306,rage against the machine,m,United States
1310,justice,m,Germany
1310,mgmt,m,Germany
1310,amy winehouse,m,Germany
1310,moby,m,Germany
1310,faithless,m,Germany
1310,katy perry,m,Germany
1310,rage against the machine,m,Germany
1310,david guetta,m,Germany
1310,metallica,m,Germany
1310,buena vista social club,m,Germany
1310,iggy pop,m,Germany
1310,duffy,m,Germany
1310,fall out boy,m,Germany
1310,mark ronson,m,Germany
1310,daft punk,m,Germany
1310,the subways,m,Germany
1310,bloc party,m,Germany
1310,deichkind,m,Germany
1310,panic at the disco,m,Germany
1310,green day,m,Germany
1310,bob marley & the wailers,m,Germany
1310,jamiroquai,m,Germany
1310,the ting tings,m,Germany
1319,foo fighters,m,Poland
1319,nine inch nails,m,Poland
1319,alice in chains,m,Poland
1319,a perfect circle,m,Poland
1319,limp bizkit,m,Poland
1319,tool,m,Poland
1319,koЯn,m,Poland
1319,sting,m,Poland
1319,aerosmith,m,Poland
1319,the smashing pumpkins,m,Poland
1319,ac/dc,m,Poland
1319,the verve,m,Poland
1319,garbage,m,Poland
1319,travis,m,Poland
1319,pearl jam,m,Poland
1319,deftones,m,Poland
1319,u2,m,Poland
1319,michael jackson,m,Poland
1319,massive attack,m,Poland
1319,dave matthews band,m,Poland
1319,the cure,m,Poland
1319,alanis morissette,m,Poland
1319,gorillaz,m,Poland
1319,my morning jacket,m,Poland
1319,prince,m,Poland
1319,inxs,m,Poland
1319,armin van buuren,m,Poland
1319,tricky,m,Poland
1319,incubus,m,Poland
1319,oasis,m,Poland
1319,peter gabriel,m,Poland
1319,audioslave,m,Poland
1319,the offspring,m,Poland
1329,john coltrane,m,Poland
1329,pink floyd,m,Poland
1329,philip glass,m,Poland
1329,ludwig van beethoven,m,Poland
1329,the doors,m,Poland
1329,johnny cash,m,Poland
1329,antonio vivaldi,m,Poland
1329,king crimson,m,Poland
1329,frédéric chopin,m,Poland
1329,led zeppelin,m,Poland
1329,the beatles,m,Poland
1329,the cinematic orchestra,m,Poland
1329,chet baker,m,Poland
1329,bob marley & the wailers,m,Poland
1331,kanye west,m,Russian Federation
1331,nas,m,Russian Federation
1331,lil wayne,m,Russian Federation
1331,gnarls barkley,m,Russian Federation
1331,t.i.,m,Russian Federation
1331,alicia keys,m,Russian Federation
1331,gym class heroes,m,Russian Federation
1334,joy division,f,Germany
1334,the jam,f,Germany
1334,the specials,f,Germany
1334,stevie wonder,f,Germany
1334,cat power,f,Germany
1334,the beatles,f,Germany
1334,blur,f,Germany
1334,daft punk,f,Germany
1334,david bowie,f,Germany
1334,vampire weekend,f,Germany
1334,cold war kids,f,Germany
1334,fleet foxes,f,Germany
1334,pet shop boys,f,Germany
1334,feist,f,Germany
1334,madness,f,Germany
1334,bob marley & the wailers,f,Germany
1334,prince,f,Germany
1334,manu chao,f,Germany
1334,michael jackson,f,Germany
1334,the cure,f,Germany
1349,the beatles,f,United States
1349,something corporate,f,United States
1349,leonard cohen,f,United States
1349,christina aguilera,f,United States
1349,the hush sound,f,United States
1349,ben folds,f,United States
1349,muse,f,United States
1349,kelly clarkson,f,United States
1349,abba,f,United States
1349,paul simon,f,United States
1349,m.i.a.,f,United States
1349,imogen heap,f,United States
1349,alanis morissette,f,United States
1349,natasha bedingfield,f,United States
1349,leona lewis,f,United States
1349,katy perry,f,United States
1349,backstreet boys,f,United States
1349,michael bublé,f,United States
1349,lily allen,f,United States
1349,amy winehouse,f,United States
1349,sublime,f,United States
1349,john lennon,f,United States
1349,billy joel,f,United States
1349,john mayer,f,United States
1352,pink floyd,m,Switzerland
1352,scooter,m,Switzerland
1352,johnny cash,m,Switzerland
1352,nightwish,m,Switzerland
1352,enigma,m,Switzerland
1352,mike oldfield,m,Switzerland
1352,duran duran,m,Switzerland
1352,die toten hosen,m,Switzerland
1352,dire straits,m,Switzerland
1352,helloween,m,Switzerland
1352,abba,m,Switzerland
1352,enya,m,Switzerland
1352,bryan adams,m,Switzerland
1352,seal,m,Switzerland
1352,deep purple,m,Switzerland
1352,madonna,m,Switzerland
1352,the prodigy,m,Switzerland
1352,u2,m,Switzerland
1353,deichkind,m,Switzerland
1353,clueso,m,Switzerland
1353,green day,m,Switzerland
1353,die Ärzte,m,Switzerland
1353,nirvana,m,Switzerland
1353,the streets,m,Switzerland
1353,the roots,m,Switzerland
1353,jay-z,m,Switzerland
1353,eminem,m,Switzerland
1353,beatsteaks,m,Switzerland
1353,fergie,m,Switzerland
1355,bob dylan,m,Russian Federation
1355,deep purple,m,Russian Federation
1355,jack johnson,m,Russian Federation
1365,elliott smith,f,United States
1365,against me!,f,United States
1365,the bouncing souls,f,United States
1365,the postal service,f,United States
1365,alkaline trio,f,United States
1365,descendents,f,United States
1365,streetlight manifesto,f,United States
1372,rufus wainwright,m,Poland
1372,prince,m,Poland
1372,gogol bordello,m,Poland
1372,nick cave and the bad seeds,m,Poland
1372,tosca,m,Poland
1372,elvis costello,m,Poland
1372,antony and the johnsons,m,Poland
1372,jeff buckley,m,Poland
1372,blondie,m,Poland
1372,the cure,m,Poland
1372,carla bruni,m,Poland
1372,nouvelle vague,m,Poland
1372,elvis presley,m,Poland
1372,gorillaz,m,Poland
1372,shpongle,m,Poland
1372,talking heads,m,Poland
1372,r.e.m.,m,Poland
1372,amon tobin,m,Poland
1372,lou reed,m,Poland
1372,the chemical brothers,m,Poland
1372,marilyn manson,m,Poland
1372,bloodhound gang,m,Poland
1372,nick drake,m,Poland
1372,the doors,m,Poland
1375,calexico,f,France
1375,ray charles,f,France
1375,abba,f,France
1375,eric clapton,f,France
1375,stevie wonder,f,France
1375,james brown,f,France
1375,manu chao,f,France
1375,loreena mckennitt,f,France
1375,miles davis,f,France
1391,queens of the stone age,f,Netherlands
1391,fatboy slim,f,Netherlands
1391,jamiroquai,f,Netherlands
1391,limp bizkit,f,Netherlands
1391,beck,f,Netherlands
1391,daft punk,f,Netherlands
1391,groove armada,f,Netherlands
1391,p.o.d.,f,Netherlands
1391,supergrass,f,Netherlands
1391,pendulum,f,Netherlands
1391,justice,f,Netherlands
1391,gorillaz,f,Netherlands
1391,the chemical brothers,f,Netherlands
1391,nine inch nails,f,Netherlands
1391,lenny kravitz,f,Netherlands
1391,rob zombie,f,Netherlands
1391,stone sour,f,Netherlands
1391,boards of canada,f,Netherlands
1391,alice in chains,f,Netherlands
1391,soundgarden,f,Netherlands
1391,nirvana,f,Netherlands
1391,elvis presley,f,Netherlands
1396,kiss,m,United States
1396,ozzy osbourne,m,United States
1396,deep purple,m,United States
1396,journey,m,United States
1396,van halen,m,United States
1396,thin lizzy,m,United States
1396,aimee mann,m,United States
1396,steely dan,m,United States
1396,joe satriani,m,United States
1396,black sabbath,m,United States
1396,judas priest,m,United States
1396,rush,m,United States
1396,toto,m,United States
1396,paul mccartney,m,United States
1396,the kinks,m,United States
1396,john lennon,m,United States
1396,electric light orchestra,m,United States
1396,lynyrd skynyrd,m,United States
1396,the who,m,United States
1400,thievery corporation,f,United States
1400,jimi hendrix,f,United States
1400,nirvana,f,United States
1400,third eye blind,f,United States
1400,deftones,f,United States
1400,godsmack,f,United States
1400,björk,f,United States
1400,johnny cash,f,United States
1400,sex pistols,f,United States
1400,erykah badu,f,United States
1400,mos def,f,United States
1400,nas,f,United States
1400,3 doors down,f,United States
1400,outkast,f,United States
1400,red hot chili peppers,f,United States
1400,nick drake,f,United States
1400,bob dylan,f,United States
1400,jay-z,f,United States
1400,the chemical brothers,f,United States
1400,danny elfman,f,United States
1400,ben harper,f,United States
1400,leonard cohen,f,United States
1400,led zeppelin,f,United States
1412,j dilla,m,United Kingdom
1412,common,m,United Kingdom
1412,jay-z,m,United Kingdom
1412,kanye west,m,United Kingdom
1412,de la soul,m,United Kingdom
1412,talib kweli,m,United Kingdom
1412,lupe fiasco,m,United Kingdom
1412,nas,m,United Kingdom
1412,the roots,m,United Kingdom
1412,a tribe called quest,m,United Kingdom
1412,john legend,m,United Kingdom
1412,madvillain,m,United Kingdom
1412,2pac,m,United Kingdom
1423,nightwish,f,Poland
1423,tarja turunen,f,Poland
1423,epica,f,Poland
1423,sirenia,f,Poland
1423,cradle of filth,f,Poland
1423,sabaton,f,Poland
1423,children of bodom,f,Poland
1423,tristania,f,Poland
1423,stratovarius,f,Poland
1423,opeth,f,Poland
1423,sonata arctica,f,Poland
1423,the offspring,f,Poland
1423,therion,f,Poland
1423,rhapsody of fire,f,Poland
1423,linkin park,f,Poland
1423,blind guardian,f,Poland
1423,john williams,f,Poland
1423,moonspell,f,Poland
1423,nirvana,f,Poland
1423,after forever,f,Poland
1423,kult,f,Poland
1423,in flames,f,Poland
1423,queen,f,Poland
1423,scorpions,f,Poland
1425,jay-z,m,Poland
1425,n*e*r*d,m,Poland
1425,kanye west,m,Poland
1425,nas,m,Poland
1425,simian mobile disco,m,Poland
1425,coldplay,m,Poland
1425,dizzee rascal,m,Poland
1425,lupe fiasco,m,Poland
1425,a tribe called quest,m,Poland
1425,daft punk,m,Poland
1425,lykke li,m,Poland
1425,atmosphere,m,Poland
1425,calvin harris,m,Poland
1425,santogold,m,Poland
1425,j dilla,m,Poland
1425,common,m,Poland
1425,m.i.a.,m,Poland
1436,the cure,m,Russian Federation
1436,god is an astronaut,m,Russian Federation
1436,oasis,m,Russian Federation
1436,coldplay,m,Russian Federation
1436,depeche mode,m,Russian Federation
1436,andrew lloyd webber,m,Russian Federation
1436,the fratellis,m,Russian Federation
1436,u2,m,Russian Federation
1436,the birthday massacre,m,Russian Federation
1436,brian eno,m,Russian Federation
1436,deathstars,m,Russian Federation
1436,the killers,m,Russian Federation
1436,travis,m,Russian Federation
1436,blur,m,Russian Federation
1436,ramones,m,Russian Federation
1436,tom waits,m,Russian Federation
1446,neil young,m,United States
1446,low,m,United States
1446,built to spill,m,United States
1446,elliott smith,m,United States
1446,nada surf,m,United States
1446,animal collective,m,United States
1446,ryan adams,m,United States
1446,descendents,m,United States
1446,death cab for cutie,m,United States
1446,my morning jacket,m,United States
1446,cat power,m,United States
1446,the weakerthans,m,United States
1446,the brian jonestown massacre,m,United States
1446,wilco,m,United States
1446,johnny cash,m,United States
1446,the beatles,m,United States
1446,the flaming lips,m,United States
1446,joy division,m,United States
1446,bright eyes,m,United States
1446,nick drake,m,United States
1446,bonnie prince billy,m,United States
1446,múm,m,United States
1446,the notwist,m,United States
1446,devendra banhart,m,United States
1446,radiohead,m,United States
1446,sonic youth,m,United States
1446,the get up kids,m,United States
1446,junior boys,m,United States
1446,portishead,m,United States
1454,bullet for my valentine,m,Belgium
1454,in flames,m,Belgium
1454,system of a down,m,Belgium
1454,slipknot,m,Belgium
1454,rise against,m,Belgium
1454,guano apes,m,Belgium
1454,billy talent,m,Belgium
1454,koЯn,m,Belgium
1454,all that remains,m,Belgium
1454,muse,m,Belgium
1454,disturbed,m,Belgium
1454,gojira,m,Belgium
1454,funeral for a friend,m,Belgium
1454,serj tankian,m,Belgium
1454,trivium,m,Belgium
1454,beck,m,Belgium
1454,arctic monkeys,m,Belgium
1454,foo fighters,m,Belgium
1454,the prodigy,m,Belgium
1454,the offspring,m,Belgium
1454,marilyn manson,m,Belgium
1454,fall out boy,m,Belgium
1454,dragonforce,m,Belgium
1454,dope,m,Belgium
1454,asian dub foundation,m,Belgium
1456,ramones,f,Finland
1456,the sounds,f,Finland
1456,bob marley,f,Finland
1456,rise against,f,Finland
1456,janis joplin,f,Finland
1456,metric,f,Finland
1456,sex pistols,f,Finland
1456,tegan and sara,f,Finland
1456,cypress hill,f,Finland
1456,ska-p,f,Finland
1456,matisyahu,f,Finland
1456,hatebreed,f,Finland
1456,damian marley,f,Finland
1456,paramore,f,Finland
1456,comeback kid,f,Finland
1456,erykah badu,f,Finland
1456,the distillers,f,Finland
1456,arctic monkeys,f,Finland
1456,2pac,f,Finland
1456,the clash,f,Finland
1456,the used,f,Finland
1456,killswitch engage,f,Finland
1456,blondie,f,Finland
1456,the wombats,f,Finland
1456,gentleman,f,Finland
1456,cascada,f,Finland
1456,all that remains,f,Finland
1456,robyn,f,Finland
1456,kaiser chiefs,f,Finland
1456,bob marley & the wailers,f,Finland
1458,cocorosie,f,United States
1458,cat power,f,United States
1458,iron & wine,f,United States
1458,modest mouse,f,United States
1458,thievery corporation,f,United States
1458,sigur rós,f,United States
1458,the album leaf,f,United States
1458,louis armstrong,f,United States
1458,elliott smith,f,United States
1458,the notwist,f,United States
1458,múm,f,United States
1458,tosca,f,United States
1458,gotan project,f,United States
1458,mogwai,f,United States
1458,the books,f,United States
1458,radiohead,f,United States
1458,digitalism,f,United States
1458,frank sinatra,f,United States
1458,the black keys,f,United States
1458,billie holiday,f,United States
1458,portishead,f,United States
1458,boards of canada,f,United States
1458,justice,f,United States
1458,the mountain goats,f,United States
1458,dave matthews band,f,United States
1461,bob dylan,m,United States
1461,wilco,m,United States
1461,grateful dead,m,United States
1461,pink floyd,m,United States
1461,radiohead,m,United States
1461,neil young,m,United States
1461,the beatles,m,United States
1461,red hot chili peppers,m,United States
1461,coldplay,m,United States
1461,my morning jacket,m,United States
1466,king crimson,m,Argentina
1466,frank zappa,m,Argentina
1466,pink floyd,m,Argentina
1466,miles davis,m,Argentina
1466,herbie hancock,m,Argentina
1466,the mars volta,m,Argentina
1466,caetano veloso,m,Argentina
1466,morphine,m,Argentina
1466,the jimi hendrix experience,m,Argentina
1466,wolfgang amadeus mozart,m,Argentina
1484,feist,m,Uruguay
1484,pixies,m,Uruguay
1484,sonic youth,m,Uruguay
1484,my bloody valentine,m,Uruguay
1484,stars,m,Uruguay
1484,explosions in the sky,m,Uruguay
1484,the knife,m,Uruguay
1484,queens of the stone age,m,Uruguay
1484,broken social scene,m,Uruguay
1484,the killers,m,Uruguay
1484,the beatles,m,Uruguay
1484,weezer,m,Uruguay
1484,the cardigans,m,Uruguay
1484,mogwai,m,Uruguay
1484,travis,m,Uruguay
1484,jimmy eat world,m,Uruguay
1484,beck,m,Uruguay
1484,incubus,m,Uruguay
1484,david bowie,m,Uruguay
1484,nouvelle vague,m,Uruguay
1484,of montreal,m,Uruguay
1484,blonde redhead,m,Uruguay
1484,black rebel motorcycle club,m,Uruguay
1484,coldplay,m,Uruguay
1484,the flaming lips,m,Uruguay
1484,oasis,m,Uruguay
1484,camera obscura,m,Uruguay
1484,new order,m,Uruguay
1484,pulp,m,Uruguay
1484,akira yamaoka,m,Uruguay
1484,the vines,m,Uruguay
1484,nirvana,m,Uruguay
1484,fiona apple,m,Uruguay
1484,cat power,m,Uruguay
1486,placebo,m,Turkey
1486,the chemical brothers,m,Turkey
1486,nickelback,m,Turkey
1486,coldplay,m,Turkey
1486,system of a down,m,Turkey
1486,mika,m,Turkey
1486,metallica,m,Turkey
1486,tenacious d,m,Turkey
1486,booka shade,m,Turkey
1486,depeche mode,m,Turkey
1486,michael jackson,m,Turkey
1486,santana,m,Turkey
1486,anathema,m,Turkey
1501,various artists,m,Germany
1503,david bowie,m,United Kingdom
1503,kings of leon,m,United Kingdom
1503,steely dan,m,United Kingdom
1503,bee gees,m,United Kingdom
1503,kasabian,m,United Kingdom
1503,jamiroquai,m,United Kingdom
1503,george michael,m,United Kingdom
1503,supergrass,m,United Kingdom
1503,radiohead,m,United Kingdom
1503,elvis presley,m,United Kingdom
1503,fleetwood mac,m,United Kingdom
1507,ac/dc,m,United States
1507,black rebel motorcycle club,m,United States
1507,the rolling stones,m,United States
1507,the hellacopters,m,United States
1507,aerosmith,m,United States
1507,faith no more,m,United States
1507,tom petty and the heartbreakers,m,United States
1507,van halen,m,United States
1507,the 69 eyes,m,United States
